date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT,week_number,year_number,year-week,weeknum,,h,c,,
1/2/2012 0:00,1.73625,1.76709,4514,3393,11992,1891,678631,1,2012,2012-1,1,129,24,#N/A,,
1/9/2012 0:00,1.55066,1.5434,4059,3636,11543,1883,747894,2,2012,2012-2,2,217,22,#N/A,,
1/16/2012 0:00,1.62891,1.64762,4364,4030,11939,1887,724623,3,2012,2012-3,3,333,23,#N/A,,
1/23/2012 0:00,1.76038,1.6843,4766,4802,13209,1891,784244,4,2012,2012-4,4,398,29,#N/A,,
1/30/2012 0:00,1.92728,1.86354,5218,5336,14448,1885,775298,5,2012,2012-5,5,675,58,#N/A,,
2/6/2012 0:00,1.91994,1.86408,5028,5555,14624,1875,784516,6,2012,2012-6,6,1340,58,#N/A,,
2/13/2012 0:00,2.09951,2.01839,5277,5994,15929,1884,789193,7,2012,2012-7,7,2367,91,#N/A,,
2/20/2012 0:00,2.23973,2.10385,5246,5990,16137,1853,767022,8,2012,2012-8,8,2956,110,#N/A,,
2/27/2012 0:00,2.21921,2.09555,5219,6239,16518,1826,788242,9,2012,2012-9,9,2834,168,#N/A,,
3/5/2012 0:00,2.16693,2.10398,4811,6493,15763,1816,749198,10,2012,2012-10,10,2558,218,#N/A,,
3/12/2012 0:00,2.38913,2.2941,5175,6768,17150,1819,747570,11,2012,2012-11,11,2465,297,#N/A,,
3/19/2012 0:00,1.96466,1.92223,4422,5683,14524,1780,755579,12,2012,2012-12,12,2247,294,#N/A,,
3/26/2012 0:00,1.84229,1.74239,3807,5256,13017,1753,747079,13,2012,2012-13,13,2024,228,#N/A,,
4/2/2012 0:00,1.68674,1.67601,3582,4631,11930,1729,711808,14,2012,2012-14,14,1818,195,#N/A,,
4/9/2012 0:00,1.53136,1.49637,3253,4059,10732,1707,717202,15,2012,2012-15,15,1504,199,#N/A,,
4/16/2012 0:00,1.37912,1.38202,3001,4020,10123,1699,732480,16,2012,2012-16,16,1025,167,#N/A,,
4/23/2012 0:00,1.29515,1.28926,2638,3802,9370,1675,726772,17,2012,2012-17,17,805,117,#N/A,,
4/30/2012 0:00,1.39521,1.35803,2509,3671,8999,1564,662649,18,2012,2012-18,18,803,0,#N/A,,
5/7/2012 0:00,1.32522,1.30833,2524,3468,8576,1546,655492,19,2012,2012-19,19,656,0,#N/A,,
5/14/2012 0:00,1.23059,1.26692,2465,3087,8062,1503,636347,20,2012,2012-20,20,646,0,#N/A,,
5/21/2012 0:00,1.23028,1.27731,2545,3011,7878,1415,616765,21,2012,2012-21,21,544,0,#N/A,,
5/28/2012 0:00,1.26877,1.2991,2480,2601,7153,1409,550614,22,2012,2012-22,22,386,0,#N/A,,
6/4/2012 0:00,1.10782,1.16297,2336,2352,6765,1365,581700,23,2012,2012-23,23,296,0,#N/A,,
6/11/2012 0:00,1.09559,1.08612,2231,2024,6133,1289,564670,24,2012,2012-24,24,285,0,#N/A,,
6/18/2012 0:00,1.11031,1.0568,2259,1974,6048,1295,572296,25,2012,2012-25,25,21,0,#N/A,,
6/25/2012 0:00,1.10616,1.07871,2168,1850,5786,1260,536380,26,2012,2012-26,26,29,0,#N/A,,
7/2/2012 0:00,1.10816,1.04662,1911,1706,5291,1271,505533,27,2012,2012-27,27,30,0,#N/A,,
7/9/2012 0:00,0.999444,0.928152,1913,1751,5185,1240,558637,28,2012,2012-28,28,30,0,#N/A,,
7/16/2012 0:00,0.924199,0.901936,1818,1640,4931,1223,546713,29,2012,2012-29,29,46,0,#N/A,,
7/23/2012 0:00,0.949257,0.915356,1752,1721,5103,1250,557488,30,2012,2012-30,30,53,0,#N/A,,
7/30/2012 0:00,0.978903,0.952548,1728,1706,5159,1240,541600,31,2012,2012-31,31,67,0,#N/A,,
8/6/2012 0:00,0.925024,0.916661,1660,1718,5026,1248,548294,32,2012,2012-32,32,94,0,#N/A,,
8/13/2012 0:00,0.848456,0.901787,1721,1755,5051,1238,560110,33,2012,2012-33,33,161,0,#N/A,,
8/20/2012 0:00,1.04451,1.03315,2098,2128,6141,1238,594395,34,2012,2012-34,34,197,0,#N/A,,
8/27/2012 0:00,1.0986,1.05238,1958,2335,6318,1238,600354,35,2012,2012-35,35,346,0,#N/A,,
9/3/2012 0:00,1.22071,1.12713,1886,2294,6296,1242,558585,36,2012,2012-36,36,563,0,#N/A,,
9/10/2012 0:00,1.24976,1.1866,2176,2870,7382,1252,622114,37,2012,2012-37,37,849,0,#N/A,,
9/17/2012 0:00,1.22892,1.21415,2295,2972,7656,1268,630563,38,2012,2012-38,38,884,0,#N/A,,
9/24/2012 0:00,1.29393,1.25198,2421,2867,7807,1248,623572,39,2012,2012-39,39,735,0,#N/A,,
10/1/2012 0:00,1.23034,1.20559,2773,3691,9395,1932,779285,40,2012,2012-40,40,620,11,#N/A,,
10/8/2012 0:00,1.3278,1.31929,2960,4007,10158,1940,769959,41,2012,2012-41,41,676,6,#N/A,,
10/15/2012 0:00,1.33995,1.32737,3202,4233,10585,1968,797444,42,2012,2012-42,42,861,15,#N/A,,
10/22/2012 0:00,1.37842,1.36688,3346,4268,10913,1958,798388,43,2012,2012-43,43,1010,10,#N/A,,
10/29/2012 0:00,1.50085,1.50535,3326,4422,11061,1929,734781,44,2012,2012-44,44,1118,25,#N/A,,
11/5/2012 0:00,1.65163,1.61273,3733,5145,12674,1974,785871,45,2012,2012-45,45,1335,54,#N/A,,
11/12/2012 0:00,1.76746,1.75208,4034,5526,13623,1966,777534,46,2012,2012-46,46,1333,76,#N/A,,
11/19/2012 0:00,2.30609,2.33365,4651,5387,14650,1968,627772,47,2012,2012-47,47,1516,133,#N/A,,
11/26/2012 0:00,2.16324,2.2268,5102,7018,18521,2006,831730,48,2012,2012-48,48,1598,222,#N/A,,
12/3/2012 0:00,2.83038,2.97657,6486,10857,24877,2006,835762,49,2012,2012-49,49,1402,395,#N/A,,
12/10/2012 0:00,3.43761,3.62552,7446,12945,29432,1977,811800,50,2012,2012-50,50,1036,546,#N/A,,
12/17/2012 0:00,4.30554,4.5532,8546,13971,34332,1908,754019,51,2012,2012-51,51,779,884,#N/A,,
12/24/2012 0:00,6.06082,6.02598,9709,11391,36588,1905,607171,52,2012,2012-52,52,521,1417,#N/A,,
12/31/2012 0:00,4.64931,4.96368,8444,9108,34103,1982,687051,53,2012,2012-53,53,325,0,#N/A,,
1/7/2013 0:00,4.32584,4.69072,8297,13424,39896,1995,850531,2,2013,2013-1,1,235,1525,#N/A,,
1/14/2013 0:00,4.51113,4.70473,8633,15992,39441,2008,838326,3,2013,2013-2,2,28,1391,#N/A,,
1/21/2013 0:00,4.2171,4.1646,7441,13439,32426,1978,778610,4,2013,2013-3,3,34,1062,#N/A,,
1/28/2013 0:00,3.78956,3.69533,6609,12653,29808,1963,806640,5,2013,2013-4,4,50,876,#N/A,,
2/4/2013 0:00,3.29206,3.2363,5757,10816,24987,1931,772086,6,2013,2013-5,5,57,724,#N/A,,
2/11/2013 0:00,3.0197,2.89421,5289,9395,22321,1926,771229,7,2013,2013-6,6,69,552,#N/A,,
2/18/2013 0:00,2.71499,2.71742,5099,8415,20519,1940,755092,8,2013,2013-7,7,87,490,#N/A,,
2/25/2013 0:00,2.4845,2.52297,4633,7981,19231,1893,762238,9,2013,2013-8,8,122,376,#N/A,,
3/4/2013 0:00,2.57808,2.55227,4791,7709,18829,1884,737736,10,2013,2013-9,9,184,338,#N/A,,
3/11/2013 0:00,2.39237,2.43225,4480,7065,17392,1846,715059,11,2013,2013-10,10,271,283,#N/A,,
3/18/2013 0:00,2.06778,2.10851,3957,6095,15254,1825,723449,12,2013,2013-11,11,366,262,#N/A,,
3/25/2013 0:00,1.90281,1.94725,3830,5204,13714,1811,704276,13,2013,2013-12,12,502,206,#N/A,,
4/1/2013 0:00,1.65902,1.74859,3516,4299,12273,1769,701881,14,2013,2013-13,13,705,164,#N/A,,
4/8/2013 0:00,1.43006,1.49713,3110,3929,10818,1742,722583,15,2013,2013-14,14,1301,166,#N/A,,
4/15/2013 0:00,1.27757,1.32313,2707,3509,9188,1732,694415,16,2013,2013-15,15,1549,108,#N/A,,
4/22/2013 0:00,1.19009,1.22647,2588,3364,8589,1711,700300,17,2013,2013-16,16,1321,55,#N/A,,
4/29/2013 0:00,1.09556,1.19614,2439,3142,7986,1675,667648,18,2013,2013-17,17,1225,53,#N/A,,
5/6/2013 0:00,1.08589,1.19049,2422,2877,7704,1630,647130,19,2013,2013-18,18,1345,0,#N/A,,
5/13/2013 0:00,1.07343,1.17426,2431,2583,7317,1582,623114,20,2013,2013-19,19,1554,0,#N/A,,
5/20/2013 0:00,1.01677,1.13342,2230,2219,6589,1489,581338,21,2013,2013-20,20,1759,0,#N/A,,
5/27/2013 0:00,1.04847,1.14306,2109,2094,6190,1486,541528,22,2013,2013-21,21,1463,0,#N/A,,
6/3/2013 0:00,0.920349,1.00881,1983,1779,5638,1421,558875,23,2013,2013-22,22,1466,0,#N/A,,
6/10/2013 0:00,0.920779,1.02358,1969,1713,5539,1419,541138,24,2013,2013-23,23,1286,0,#N/A,,
6/17/2013 0:00,0.904333,1.00138,1877,1766,5474,1405,546643,25,2013,2013-24,24,1153,0,#N/A,,
6/24/2013 0:00,0.83057,0.909498,1703,1581,4915,1389,540408,26,2013,2013-25,25,826,0,#N/A,,
7/1/2013 0:00,0.862837,0.950042,1594,1489,4506,1357,474295,27,2013,2013-26,26,367,0,#N/A,,
7/8/2013 0:00,0.732182,0.829299,1576,1491,4510,1362,543833,28,2013,2013-27,27,92,0,#N/A,,
7/15/2013 0:00,0.724558,0.802109,1432,1405,4186,1341,521874,29,2013,2013-28,28,35,0,#N/A,,
7/22/2013 0:00,0.740848,0.806333,1416,1464,4233,1325,524969,30,2013,2013-29,29,17,0,#N/A,,
7/29/2013 0:00,0.726037,0.796937,1216,1284,3886,1290,487617,31,2013,2013-30,30,21,0,#N/A,,
8/5/2013 0:00,0.755639,0.779136,1367,1338,4075,1299,523015,32,2013,2013-31,31,9,0,#N/A,,
8/12/2013 0:00,0.761847,0.797653,1364,1366,4168,1276,522533,33,2013,2013-32,32,1,0,#N/A,,
8/19/2013 0:00,0.779896,0.825485,1331,1561,4317,1265,522965,34,2013,2013-33,33,2,0,#N/A,,
8/26/2013 0:00,0.899138,0.935469,1499,1814,5053,1260,540157,35,2013,2013-34,34,6,0,#N/A,,
9/2/2013 0:00,0.999524,1.04345,1681,2035,5626,1317,539175,36,2013,2013-35,35,7,0,#N/A,,
9/9/2013 0:00,1.0558,1.09107,1926,2437,6374,1307,584196,37,2013,2013-36,36,7,0,#N/A,,
9/16/2013 0:00,1.0967,1.20108,2175,2683,7110,1290,591969,38,2013,2013-37,37,12,0,#N/A,,
9/23/2013 0:00,1.24709,1.26179,2393,2963,7963,1364,631088,39,2013,2013-38,38,13,0,#N/A,,
9/30/2013 0:00,1.15746,1.13249,2974,3769,9677,1960,854487,40,2013,2013-39,39,11,0,#N/A,,
10/7/2013 0:00,1.27184,1.21121,3276,3925,10420,1990,860298,41,2013,2013-40,40,8,9,#N/A,,
10/14/2013 0:00,1.31623,1.25682,3483,3880,10658,2018,848016,42,2013,2013-41,41,17,21,#N/A,,
10/21/2013 0:00,1.37444,1.37097,3930,4484,12036,2027,877917,43,2013,2013-42,42,13,19,#N/A,,
10/28/2013 0:00,1.46781,1.42956,4045,4642,12502,2028,874537,44,2013,2013-43,43,11,21,#N/A,,
11/4/2013 0:00,1.5834,1.53588,4434,5062,13498,2017,878845,45,2013,2013-44,44,13,33,#N/A,,
11/11/2013 0:00,1.60253,1.60267,4643,5000,13927,2054,868987,46,2013,2013-45,45,17,38,#N/A,,
11/18/2013 0:00,1.72344,1.73267,4835,5579,15168,2012,875411,47,2013,2013-46,46,11,61,#N/A,,
11/25/2013 0:00,2.11076,2.09858,4937,4313,13975,2042,665926,48,2013,2013-47,47,8,99,#N/A,,
12/2/2013 0:00,2.1708,2.21374,5549,6579,18920,2055,854664,49,2013,2013-48,48,5,159,#N/A,,
12/9/2013 0:00,2.36971,2.41674,5501,7046,19398,2054,802651,50,2013,2013-49,49,9,271,#N/A,,
12/16/2013 0:00,3.15997,3.03071,6555,8406,24697,2009,814891,51,2013,2013-50,50,11,302,#N/A,,
12/23/2013 0:00,4.59053,4.38724,7814,7485,26988,2007,615148,52,2013,2013-51,51,6,545,#N/A,,
12/30/2013 0:00,4.28195,4.2112,7488,6726,28654,2033,680424,53,2013,2013-52,52,4,855,#N/A,,
1/6/2014 0:00,3.56288,3.46492,6233,7881,28147,2059,812343,2,2014,2014-1,1,5,1073,#N/A,,
1/13/2014 0:00,3.36378,3.31698,6007,9517,28370,2049,855297,3,2014,2014-2,2,9,1033,#N/A,,
1/20/2014 0:00,3.39659,3.2407,5878,8858,25502,2062,786928,4,2014,2014-3,3,6,853,#N/A,,
1/27/2014 0:00,3.11922,2.88598,5133,8714,23484,2051,813726,5,2014,2014-4,4,3,671,#N/A,,
2/3/2014 0:00,2.83572,2.62172,4729,7711,21085,2051,804244,6,2014,2014-5,5,4,574,#N/A,,
2/10/2014 0:00,2.48484,2.34067,4210,6717,18195,2018,777340,7,2014,2014-6,6,4,487,#N/A,,
2/17/2014 0:00,2.2741,2.12059,4250,6121,17234,2025,812700,8,2014,2014-7,7,4,353,#N/A,,
2/24/2014 0:00,2.07244,1.91094,3953,5875,15914,1978,832786,9,2014,2014-8,8,3,279,#N/A,,
3/3/2014 0:00,1.98207,1.9023,3775,5575,15044,1944,790831,10,2014,2014-9,9,2,247,#N/A,,
3/10/2014 0:00,1.82441,1.76619,3616,5022,14024,1904,794024,11,2014,2014-10,10,3,185,#N/A,,
3/17/2014 0:00,1.82036,1.85791,3798,5611,14926,1922,803374,12,2014,2014-11,11,6,185,#N/A,,
3/24/2014 0:00,1.75391,1.82094,3523,5812,14661,1887,805133,13,2014,2014-12,12,12,194,#N/A,,
3/31/2014 0:00,1.74542,1.83453,3582,5659,14637,1866,797863,14,2014,2014-13,13,9,187,#N/A,,
4/7/2014 0:00,1.67236,1.75446,3574,5587,14206,1845,809707,15,2014,2014-14,14,9,211,#N/A,,
4/14/2014 0:00,1.51659,1.51636,3130,4279,11723,1810,773101,16,2014,2014-15,15,8,229,#N/A,,
4/21/2014 0:00,1.44778,1.40334,2846,3770,10814,1771,770592,17,2014,2014-16,16,17,188,#N/A,,
4/28/2014 0:00,1.29028,1.2593,2501,3591,9648,1746,766139,18,2014,2014-17,17,24,225,#N/A,,
5/5/2014 0:00,1.37388,1.32482,2789,3615,9775,1714,737834,19,2014,2014-18,18,46,0,#N/A,,
5/12/2014 0:00,1.34208,1.27576,2544,3256,9033,1660,708049,20,2014,2014-19,19,79,0,#N/A,,
5/19/2014 0:00,1.34563,1.29483,2733,3068,8797,1570,679395,21,2014,2014-20,20,125,0,#N/A,,
5/26/2014 0:00,1.21291,1.2261,2528,2459,7658,1554,624582,22,2014,2014-21,21,173,0,#N/A,,
6/2/2014 0:00,1.19291,1.14538,2383,2349,7229,1461,631143,23,2014,2014-22,22,211,0,#N/A,,
6/9/2014 0:00,1.14146,1.0678,2227,2181,6783,1461,635233,24,2014,2014-23,23,282,0,#N/A,,
6/16/2014 0:00,1.06503,1.07269,2159,2009,6369,1392,593740,25,2014,2014-24,24,184,0,#N/A,,
6/23/2014 0:00,1.12669,1.01298,2049,1917,6038,1411,596063,26,2014,2014-25,25,119,0,#N/A,,
6/30/2014 0:00,0.947353,0.994705,1865,1688,5352,1388,538049,27,2014,2014-26,26,75,0,#N/A,,
7/7/2014 0:00,0.944187,0.880862,1758,1623,5295,1394,601116,28,2014,2014-27,27,47,0,#N/A,,
7/14/2014 0:00,0.934822,0.858173,1582,1621,5083,1376,592305,29,2014,2014-28,28,53,0,#N/A,,
7/21/2014 0:00,0.81736,0.805152,1455,1450,4765,1372,591814,30,2014,2014-29,29,54,0,#N/A,,
7/28/2014 0:00,0.852792,0.818781,1450,1655,4942,1378,603580,31,2014,2014-30,30,65,0,#N/A,,
8/4/2014 0:00,0.746994,0.783735,1460,1528,4744,1382,605307,32,2014,2014-31,31,83,0,#N/A,,
8/11/2014 0:00,0.761098,0.848703,1528,1631,4980,1369,586778,33,2014,2014-32,32,103,0,#N/A,,
8/18/2014 0:00,0.767627,0.834146,1569,1813,5305,1371,635980,34,2014,2014-33,33,120,0,#N/A,,
8/25/2014 0:00,0.862176,0.905981,1684,2184,5799,1353,640080,35,2014,2014-34,34,181,0,#N/A,,
9/1/2014 0:00,0.984907,1.04506,1753,2258,6050,1352,578913,36,2014,2014-35,35,209,0,#N/A,,
9/8/2014 0:00,1.16287,1.16816,2300,3316,8130,1401,695966,37,2014,2014-36,36,280,0,#N/A,,
9/15/2014 0:00,1.22731,1.27649,2535,3650,8888,1405,696282,38,2014,2014-37,37,312,0,#N/A,,
9/22/2014 0:00,1.2071,1.29758,2522,3447,8874,1407,683887,39,2014,2014-38,38,316,0,#N/A,,
9/29/2014 0:00,1.16191,1.20612,2958,3994,10150,1937,841540,40,2014,2014-39,39,350,0,#N/A,,
10/6/2014 0:00,1.30905,1.32485,3055,4437,10977,1960,828544,41,2014,2014-40,40,360,19,#N/A,,
10/13/2014 0:00,1.37072,1.41192,3442,4728,11941,2000,845727,42,2014,2014-41,41,320,34,#N/A,,
10/20/2014 0:00,1.43373,1.42547,3455,4955,12292,2008,862314,43,2014,2014-42,42,301,49,#N/A,,
10/27/2014 0:00,1.42791,1.43909,3632,5102,12313,2053,855608,44,2014,2014-43,43,223,26,#N/A,,
11/3/2014 0:00,1.61605,1.61532,4277,5799,13853,2058,857601,45,2014,2014-44,44,187,29,#N/A,,
11/10/2014 0:00,1.65976,1.66473,4424,5816,14062,1997,844700,46,2014,2014-45,45,141,50,#N/A,,
11/17/2014 0:00,2.05459,2.0058,4740,7322,16674,2058,831289,47,2014,2014-46,46,94,68,#N/A,,
11/24/2014 0:00,2.53541,2.62227,5432,6848,17602,2067,671251,48,2014,2014-47,47,123,131,#N/A,,
12/1/2014 0:00,2.54253,2.60749,6185,9106,22905,2097,878430,49,2014,2014-48,48,162,337,#N/A,,
12/8/2014 0:00,3.60563,3.4178,7424,13050,29172,2069,853532,50,2014,2014-49,49,272,641,#N/A,,
12/15/2014 0:00,4.90976,4.46555,9270,16418,37382,2016,837119,51,2014,2014-50,50,513,1004,#N/A,,
12/22/2014 0:00,5.98221,6.11497,10363,13951,40533,1984,662849,52,2014,2014-51,51,726,1666,#N/A,,
12/29/2014 0:00,5.47421,5.30979,9732,9406,36891,1983,694773,53,2014,2014-52,52,945,2500,#N/A,,
1/5/2015 0:00,4.21374,4.07898,7160,9589,31483,1958,771835,2,2015,2015-1,1,1140,1697,#N/A,,
1/12/2015 0:00,4.21022,3.93762,7044,11966,31204,1971,792459,3,2015,2015-2,2,2039,1161,#N/A,,
1/19/2015 0:00,4.25968,4.15076,7840,13949,33221,1966,800359,4,2015,2015-3,3,2544,867,#N/A,,
1/26/2015 0:00,3.97761,3.87899,7118,13159,30621,1955,789407,5,2015,2015-4,4,2148,753,#N/A,,
2/2/2015 0:00,3.63443,3.45794,6656,12093,28151,1950,814097,6,2015,2015-5,5,1872,690,#N/A,,
2/9/2015 0:00,3.26527,3.06359,6429,10328,25218,1917,823153,7,2015,2015-6,6,1641,561,#N/A,,
2/16/2015 0:00,2.93083,2.82646,5537,8164,21109,1907,746836,8,2015,2015-7,7,1516,439,#N/A,,
2/23/2015 0:00,2.54474,2.3599,4823,7280,19178,1934,812660,9,2015,2015-8,8,872,400,#N/A,,
3/2/2015 0:00,2.47227,2.33472,4639,7116,18441,1912,789858,10,2015,2015-9,9,376,360,#N/A,,
3/9/2015 0:00,2.35665,2.21286,4710,6748,17833,1907,805881,11,2015,2015-10,10,233,343,#N/A,,
3/16/2015 0:00,2.17008,2.07619,4559,6084,16695,1883,804117,12,2015,2015-11,11,133,322,#N/A,,
3/23/2015 0:00,2.04297,2.01267,4418,6003,16122,1848,801027,13,2015,2015-12,12,127,297,#N/A,,
3/30/2015 0:00,1.954,1.94192,4174,5623,14975,1819,771143,14,2015,2015-13,13,102,276,#N/A,,
4/6/2015 0:00,1.72287,1.74809,3903,4634,13733,1820,785602,15,2015,2015-14,14,89,280,#N/A,,
4/13/2015 0:00,1.53694,1.50367,3448,4214,12044,1813,800974,16,2015,2015-15,15,81,203,#N/A,,
4/20/2015 0:00,1.38283,1.43494,3182,4011,10860,1768,756827,17,2015,2015-16,16,70,125,#N/A,,
4/27/2015 0:00,1.46265,1.45673,3203,4280,11095,1753,761638,18,2015,2015-17,17,74,76,#N/A,,
5/4/2015 0:00,1.38934,1.42836,3106,4079,10694,1735,748690,19,2015,2015-18,18,74,0,#N/A,,
5/11/2015 0:00,1.3468,1.35297,2805,3641,9671,1688,714799,20,2015,2015-19,19,80,0,#N/A,,
5/18/2015 0:00,1.25452,1.33093,2754,3296,9024,1622,678023,21,2015,2015-20,20,73,0,#N/A,,
5/25/2015 0:00,1.21636,1.28422,2593,2714,7913,1579,616171,22,2015,2015-21,21,70,0,#N/A,,
6/1/2015 0:00,1.16734,1.13889,2211,2345,6946,1505,609891,23,2015,2015-22,22,61,0,#N/A,,
6/8/2015 0:00,1.04654,1.10343,2109,2284,6744,1455,611184,24,2015,2015-23,23,59,0,#N/A,,
6/15/2015 0:00,0.943661,0.970748,1734,2046,5850,1459,602628,25,2015,2015-24,24,50,0,#N/A,,
6/22/2015 0:00,0.935046,0.998681,1897,1921,5913,1445,592081,26,2015,2015-25,25,62,0,#N/A,,
6/29/2015 0:00,0.934726,0.978057,1678,1701,5232,1417,534938,27,2015,2015-26,26,73,0,#N/A,,
7/6/2015 0:00,0.864118,0.866431,1546,1675,5116,1428,590468,28,2015,2015-27,27,79,0,#N/A,,
7/13/2015 0:00,0.806535,0.827757,1487,1609,4870,1411,588337,29,2015,2015-28,28,78,0,#N/A,,
7/20/2015 0:00,0.742747,0.797572,1383,1498,4626,1401,580010,30,2015,2015-29,29,141,0,#N/A,,
7/27/2015 0:00,0.737859,0.811221,1415,1459,4605,1352,567663,31,2015,2015-30,30,234,0,#N/A,,
8/3/2015 0:00,0.743224,0.821165,1392,1590,4753,1364,578812,32,2015,2015-31,31,286,0,#N/A,,
8/10/2015 0:00,0.805251,0.819435,1330,1667,4750,1340,579668,33,2015,2015-32,32,416,0,#N/A,,
8/17/2015 0:00,0.816943,0.848041,1429,1815,5173,1356,609994,34,2015,2015-33,33,645,0,#N/A,,
8/24/2015 0:00,0.814518,0.888524,1687,2033,5648,1362,635661,35,2015,2015-34,34,890,0,#N/A,,
8/31/2015 0:00,0.86067,0.962826,1636,2292,5963,1354,619323,36,2015,2015-35,35,1270,0,#N/A,,
9/7/2015 0:00,0.886704,1.02252,1714,2169,5970,1349,583853,37,2015,2015-36,36,2050,0,#N/A,,
9/14/2015 0:00,1.00845,1.08392,1993,2744,7062,1369,651524,38,2015,2015-37,37,2719,0,#N/A,,
9/21/2015 0:00,1.06625,1.17724,2178,2947,7704,1367,654414,39,2015,2015-38,38,2121,0,#N/A,,
9/28/2015 0:00,1.05995,1.1716,2170,2746,7626,1332,650904,40,2015,2015-39,39,1657,0,#N/A,,
10/5/2015 0:00,1.22559,1.24325,2849,3693,10049,1963,808287,41,2015,2015-40,40,1282,24,#N/A,,
10/12/2015 0:00,1.31066,1.3234,3016,4007,10715,1976,809660,42,2015,2015-41,41,1208,26,#N/A,,
10/19/2015 0:00,1.3711,1.40399,3263,4360,11584,1995,825079,43,2015,2015-42,42,1077,16,#N/A,,
10/26/2015 0:00,1.39171,1.37629,3141,4148,11164,1999,811165,44,2015,2015-43,43,1070,17,#N/A,,
11/2/2015 0:00,1.43712,1.46866,3563,4783,12423,2048,845875,45,2015,2015-44,44,1024,24,#N/A,,
11/9/2015 0:00,1.50165,1.533,3746,4725,12676,2028,826877,46,2015,2015-45,45,1021,16,#N/A,,
11/16/2015 0:00,1.59805,1.60841,3960,5076,13484,2023,838344,47,2015,2015-46,46,1018,25,#N/A,,
11/23/2015 0:00,1.89668,1.90047,3974,4073,12158,2000,639738,48,2015,2015-47,47,824,25,#N/A,,
11/30/2015 0:00,1.67728,1.73645,4469,5076,14617,2040,841777,49,2015,2015-48,48,658,24,#N/A,,
12/7/2015 0:00,1.78296,1.81945,4575,5384,14986,2020,823657,50,2015,2015-49,49,574,35,#N/A,,
12/14/2015 0:00,1.87336,1.96571,5135,5105,15396,2000,783227,51,2015,2015-50,50,532,40,#N/A,,
12/21/2015 0:00,2.32148,2.42021,5377,4317,14839,1978,613128,52,2015,2015-51,51,508,63,#N/A,,
12/28/2015 0:00,2.40991,2.41083,5700,4011,15679,1949,650356,53,2015,2015-52,52,385,57,#N/A,,
1/4/2016 0:00,1.94328,1.98859,4775,4494,15654,2004,787192,2,2016,2016-1,1,284,107,#N/A,,
1/11/2016 0:00,1.99796,1.98985,4574,5362,15517,2005,779809,3,2016,2016-2,2,208,86,#N/A,,
1/18/2016 0:00,2.11829,2.1071,4804,5380,15661,2008,743249,4,2016,2016-3,3,139,105,#N/A,,
1/25/2016 0:00,2.25112,2.19256,5088,6882,18143,2026,827482,5,2016,2016-4,4,116,164,#N/A,,
2/1/2016 0:00,2.37116,2.30014,5135,7353,18944,2007,823602,6,2016,2016-5,5,90,237,#N/A,,
2/8/2016 0:00,2.80035,2.67574,5645,8434,21774,2000,813755,7,2016,2016-6,6,84,331,#N/A,,
2/15/2016 0:00,3.16475,3.02427,5997,9325,24681,1993,816098,8,2016,2016-7,7,82,565,#N/A,,
2/22/2016 0:00,3.15183,3.11328,6299,10127,26423,1956,848718,9,2016,2016-8,8,65,711,#N/A,,
2/29/2016 0:00,3.3321,3.32788,6619,11415,28468,1952,855439,10,2016,2016-9,9,50,916,#N/A,,
3/7/2016 0:00,3.56024,3.5918,6660,11856,30481,1922,848628,11,2016,2016-10,10,64,1188,#N/A,,
3/14/2016 0:00,3.05479,3.09262,5574,9334,24894,1898,804948,12,2016,2016-11,11,47,965,#N/A,,
3/21/2016 0:00,2.76732,2.78803,5187,8489,21940,1900,786936,13,2016,2016-12,12,52,836,#N/A,,
3/28/2016 0:00,2.44161,2.52371,4581,7392,19603,1832,776752,14,2016,2016-13,13,52,717,#N/A,,
4/4/2016 0:00,2.03348,2.12928,3707,6403,16769,1813,787543,15,2016,2016-14,14,34,518,#N/A,,
4/11/2016 0:00,1.98593,2.05142,3572,6595,16261,1805,792672,16,2016,2016-15,15,26,405,#N/A,,
4/18/2016 0:00,1.91514,1.98957,3515,6357,15437,1774,775895,17,2016,2016-16,16,18,322,#N/A,,
4/25/2016 0:00,1.69968,1.7858,3157,5557,13836,1759,774777,18,2016,2016-17,17,32,225,#N/A,,
5/2/2016 0:00,1.57635,1.60144,2772,4729,11870,1742,741210,19,2016,2016-18,18,30,0,#N/A,,
5/9/2016 0:00,1.3935,1.4743,2871,4046,10707,1690,726244,20,2016,2016-19,19,19,0,#N/A,,
5/16/2016 0:00,1.29941,1.42286,2688,3630,9798,1626,688612,21,2016,2016-20,20,29,0,#N/A,,
5/23/2016 0:00,1.18379,1.38196,2612,3126,8787,1439,635835,22,2016,2016-21,21,28,0,#N/A,,
5/30/2016 0:00,1.13723,1.33712,2545,2620,7997,1482,598077,23,2016,2016-22,22,26,0,#N/A,,
6/6/2016 0:00,1.04118,1.13894,2293,2313,7201,1446,632252,24,2016,2016-23,23,37,0,#N/A,,
6/13/2016 0:00,0.971814,1.09641,2189,2171,6768,1440,617287,25,2016,2016-24,24,37,0,#N/A,,
6/20/2016 0:00,0.863306,0.999559,2062,1905,6024,1402,602666,26,2016,2016-25,25,25,0,#N/A,,
